# q = 3
# Integers covered = [1, 2150418490766337)
# 2150418490766337 ~ 3^32.14
# every order is realizable with ordinary AV
# every order is realizable with squarefree AV
# total wall time = 29.24 seconds
#
# Each line has the following format:
# a:b:c:pol:r:mu_ord_lower:construction
# where:
# - a, b, c, r are integers
# - pol is a list of lists of integers, each list represents a monic Weil polynomial of degree 2n given by their n+1 leading coefficients,
# - mu_ord_lower is a real number
# - construction is a string in {'hat', 'logexp', 'exhaust', 'small'}
#
# For each (monic) Weil polynomial h(x) represented by pol we have h(1) = c.
# For construction is {logexp', 'exhaust', 'small'} we have mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# There are four cases, depending on the string construction:
# - 'hat'
# In this case, the row represents the output of Construction 9.5.
# Precisely, the list poly only represents one polynomial h(x) obtained via Construction 9.1,
# and the nth-coefficient of h is coprime to p.
# Let S_h be the set of integral polynomials obtained by integrally modifying
# the coefficients x^n, ..., x^(n + (r-1)) by at most floor(q/2) of h(x), and
# the lower coefficients accordingly to keep the q-symmetry.
# One can then realize every integer in [a, b) as f(1) with f in S_h.
# mu_ord_lower is a lower bound for mu_ord as defined in Section 9.
#
# - 'logexp'
# In this case, r=1, and poly  represents two Weil polynomials h0(x) and h1(x), such that
# (a) h0^[n] != h1^[n] mod p, and thus every number in [a, b) may be represented by an order of
# a squarefree ordinary abelian variety.
# (b) {h0, h1} < {g, g^+, g^-}, where g(x) = hat(h(x)) where h(x) is the polynomial
# produced by Construction 9.1 Steps 1-5, and g^+/- =  g(x) +/- (qx^{n-1} - (q+1)x^n + x^{n+1}).
# Furthermore, mu_ord_lower = 0 and mu_ord_lower doesn't play a role.
#
# - 'exhaust'
# As in 'logexp', but condition (b) is replaced with:
# (b') h0 and h1 have the same (n-1) leading coefficients as hat(h(x))
#
# - 'small'
# In this case the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 2, then condition (a) from 'logexp' holds and the polynomials were generated from exhaustive search in low dimension.
# If the length of poly is 1, ordinariness or squarefreeness might fail.
#
1:2:1:[[1]]:0:0:small
2:4:3:[[1, -1], [1, -4, 9]]:1:0:small
3:7:4:[[1, -3, 6], [1, -2, 2]]:1:0:logexp
5:13:8:[[1, -1, 2], [1, 0, -2]]:1:0:logexp
9:12:10:[[1, -3, 4, -4], [1, -3, 5, -8]]:1:0:logexp
11:16:13:[[1, -2, 0, 5], [1, -2, 1, 1]]:1:0:logexp
14:25:17:[[1, -1, -1, 3], [1, -1, 0, -1]]:1:0:logexp
18:31:25:[[1, 0, -1, 1], [1, 0, 0, -3]]:1:0:logexp
26:32:28:[[1, -3, 4, -4, 6], [1, -3, 4, -3, 2]]:1:0:logexp
29:37:33:[[1, -3, 5, -6, 9], [1, -3, 5, -5, 5]]:1:0:logexp
34:44:39:[[1, -2, 1, 1, -1], [1, -2, 1, 2, -5]]:1:0:logexp
40:55:46:[[1, -2, 3, -4, 6], [1, -2, 3, -3, 2]]:1:0:logexp
47:66:54:[[1, -1, 0, 0, 0], [1, -1, 0, 1, -4]]:1:0:logexp
55:56:55:[[1, -1, 0, 0, 1]]:0:0.0633833718789870:hat
56:79:66:[[1, -1, 2, -4, 8], [1, -1, 2, -3, 4]]:1:0:logexp
67:68:67:[[1, -1, 2, -2, 1]]:0:0.0191838569681030:hat
68:91:74:[[1, 0, -1, 0, 2], [1, 0, -1, 1, -2]]:1:0:logexp
75:88:81:[[1, 0, 0, 0, -1]]:2:0.529772132492345:hat
82:87:84:[[1, 0, 0, 1, -2]]:1:0.281766487206914:hat
85:90:87:[[1, 0, 1, -1, -1]]:1:0.130916311179000:hat
88:100:93:[[1, -3, 5, -6, 3, 3], [1, -3, 5, -6, 4, -1]]:1:0:logexp
94:110:102:[[1, -3, 6, -10, 13, -16], [1, -3, 6, -10, 14, -20]]:1:0:logexp
103:108:105:[[1, 1, 0, -1, -1]]:1:0.132391353940961:hat
106:123:113:[[1, -2, 1, 1, -2, 3], [1, -2, 1, 1, -1, -1]]:1:0:logexp
114:134:121:[[1, -2, 2, -2, 2, -3], [1, -2, 2, -2, 3, -7]]:1:0:logexp
122:123:122:[[1, -2, 2, -2, 2, -2]]:0:0.0457269702086456:hat
123:124:123:[[1, -2, 2, -2, 3, -5]]:0:0.0606130364549020:hat
124:125:124:[[1, -2, 2, -1, -1, 2]]:0:0.0331437864252866:hat
125:130:127:[[1, -2, 2, -1, 0, 1]]:1:0.0999555467623806:hat
128:133:130:[[1, -2, 2, 0, -2, 2]]:1:0.114482765044026:hat
131:136:133:[[1, -2, 3, -5, 8, -13]]:1:0.0976993745795590:hat
134:139:136:[[1, -2, 3, -4, 4, -4]]:1:0.152232316394140:hat
137:142:139:[[1, -2, 3, -3, 1, 1]]:1:0.171642660722341:hat
140:145:142:[[1, -2, 3, -3, 3, -4]]:1:0.124119372500730:hat
143:144:143:[[1, -2, 3, -3, 4, -7]]:0:0.0341239109792547:hat
144:149:146:[[1, -2, 3, -2, 0, 2]]:1:0.112014837974710:hat
147:152:149:[[1, -1, -1, 2, -1, -1]]:1:0.0916192799396580:hat
150:155:152:[[1, -1, -1, 2, 0, -2]]:1:0.170655376095748:hat
153:158:155:[[1, -1, -1, 3, -2, -1]]:1:0.172958258558412:hat
156:161:158:[[1, -1, 0, -1, 2, -2]]:1:0.148860662461725:hat
159:172:165:[[1, -1, 0, 0, 1, -1]]:2:0.256997462791709:hat
166:199:182:[[1, -1, 1, -1, 1, -2]]:3:0.371082884683938:hat
183:196:189:[[1, -1, 1, 0, 0, -1]]:2:0.320041096520936:hat
190:203:196:[[1, -1, 2, -3, 3, -4]]:2:0.253986401465015:hat
197:230:213:[[1, 0, -1, -1, 2, -1]]:3:0.374196236842193:hat
214:227:220:[[1, 0, -1, 0, 2, -4]]:2:0.361717787380437:hat
221:254:237:[[1, 0, 0, -1, 1, -1]]:3:0.479030268428451:hat
238:271:254:[[1, 0, 0, 1, 1, -4]]:3:0.445510579991407:hat
48814972794:52301757235:50558365014:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -7, 9, -7, 4, -2, 2, -3, 4, -7, 12, -20]]:20:0.382151593508001:hat
50558365015:54045149456:52301757235:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -1, -2, 4, -4, 3, -1, -1, 3, -7]]:20:0.357112393225762:hat
52301757236:55788541677:54045149456:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 3, 1, -2, 2, -2, 1, 1, -3, 4]]:20:0.408177682250790:hat
54045149457:57531933898:55788541677:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -20, 31, -30, 13, 16, -45, 59, -46, 8, 29]]:20:0.395997180273536:hat
55788541678:59275326119:57531933898:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 5, 0, -5, 1, -1, 3, 3, -4, 0, -5, 2, 11, -16]]:20:0.343184110104379:hat
57531933899:61018718340:59275326119:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 0, -2, 1, 4, -1, -7, 3, 8, -6, -5]]:20:0.413760614229434:hat
59275326120:62762110561:61018718340:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 1, -2, 2, 0, -2, 0, 2, -4]]:20:0.370997135559015:hat
61018718341:64505502782:62762110561:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, 0, 1, -2, 0, 1, 0, 1]]:20:0.422559435542410:hat
62762110562:73222463807:67992287184:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 0, 3, -5, 4, -5, 6, -4, 4]]:21:0.511916668808520:hat
67992287185:78452640430:73222463807:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, 0, 0, 2, -1, -1, 3, -5]]:21:0.577069494889490:hat
73222463808:83682817053:78452640430:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 0, 2, -1, 1, -2, 1, 0, -4]]:21:0.560811810293091:hat
78452640431:109833700084:94143170257:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 0, 1, -1, 1, -1, 0, -1]]:22:0.999587944147111:hat
94143170258:95305431763:94724301010:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 5, -3, 0, 2, -1, 2, -4, 3, -2, 2]]:19:0.130637514665364:hat
94724301011:95886562516:95305431763:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 7, -3, -3, 7, -8, 11, -18, 23, -24, 26, -37]]:19:0.125823950628960:hat
95305431764:96467693269:95886562516:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -3, 6, -11, 9, -4, 2, -3, 4, 3, -16]]:19:0.143615150735764:hat
95886562517:97048824022:96467693269:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -46, 52, -57, 56, -56, 61, -62, 58, -59, 77]]:19:0.140344783944394:hat
96467693270:99954477711:98211085490:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -4, 7, -8, 5, 1, -5, 4, -2]]:20:0.152153344161191:hat
98211085491:101697869932:99954477711:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -43, 54, -67, 72, -70, 71, -81, 95, -104, 131]]:20:0.172804968795894:hat
99954477712:103441262153:101697869932:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -34, 30, -20, 6, 13, -33, 49, -62, 72, -94]]:20:0.174188411324585:hat
101697869933:105184654374:103441262153:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 7, -18, 23, -20, 19, -20, 12, 5, -14, 13, -17, 28, -43]]:20:0.184651485770139:hat
103441262154:104603523659:104022392906:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 31, -34, 28, -7, -26, 59, -82, 80, -42, -20, 80]]:19:0.147166996632003:hat
104022392907:105184654412:104603523659:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 10, -8, 3, 4, -11, 15, -16, 15, -17]]:19:0.150947042924702:hat
104603523660:108090308101:106346915880:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -11, 13, -16, 19, -19, 15, -8, -2, 14, -28]]:20:0.180698279447767:hat
106346915881:109833700322:108090308101:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -16, 30, -35, 28, -11, -11, 30, -39, 35, -20, -1, 22, -35, 47]]:20:0.188924254213326:hat
108090308102:111577092543:109833700322:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -7, 9, -12, 16, -21, 26, -28, 26, -21, 20]]:20:0.202490636403011:hat
109833700323:113320484764:111577092543:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -20, 17, -13, 15, -25, 37, -41, 40, -41, 53]]:20:0.226020000535192:hat
111577092544:115063876985:113320484764:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -3, 4, -2, -2, 5, -5, -1, 12, -22, 32]]:20:0.232096078211133:hat
113320484765:116807269206:115063876985:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 2, 4, -6, 8, -14, 26, -38, 44, -41, 39, -53]]:20:0.241655283966218:hat
115063876986:118550661427:116807269206:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 9, -20, 24, -21, 11, 4, -15, 20, -18, 5, 8]]:20:0.222985015215315:hat
116807269207:127267622452:122037445829:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -13, 15, -18, 22, -26, 30, -34, 37, -39, 49]]:21:0.270017024366112:hat
122037445830:125524230271:123780838050:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -40, 46, -53, 64, -84, 101, -109, 124, -151, 212]]:20:0.185991157809915:hat
123780838051:127267622492:125524230271:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, -3, 2, 2, -2, -2, 2, 1]]:20:0.178583345523225:hat
125524230272:129011014713:127267622492:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -2, -1, 1, 0, 0, -1, 2, -2]]:20:0.208351844909764:hat
127267622493:130754406934:129011014713:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 10, -2, -12, 20, -13, -2, 18, -27, 21, -13]]:20:0.202754937783415:hat
129011014714:132497799155:130754406934:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -9, 3, 2, -5, 6, -9, 16, -24, 28, -34]]:20:0.230382536965460:hat
130754406935:141214760180:135984583557:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 0, -1, -2, 5, -2, -7, 12, -6, -7, 19]]:21:0.286644303732575:hat
135984583558:146444936803:141214760180:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -2, -1, 2, -3, 4, -4, 3, -2]]:21:0.267900071044106:hat
141214760181:151675113426:146444936803:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -5, 5, -4, 4, -5, 4, 1, -7]]:21:0.319437087995080:hat
146444936804:156905290049:151675113426:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -2, 1, -4, 7, -5, 2, -3, 7, -9, 10]]:21:0.381932003882991:hat
151675113427:162135466672:156905290049:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -5, 7, -10, 14, -16, 16, -14, 11, -10, 13]]:21:0.357212768213095:hat
156905290050:167365643295:162135466672:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -4, 6, -8, 6, -5, 3, 2, -9, 20]]:21:0.408308448714120:hat
162135466673:172595819918:167365643295:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 27, -21, 0, 27, -44, 39, -11, -27, 57, -85]]:21:0.396048804439892:hat
167365643296:177825996541:172595819918:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 5, 0, -5, 1, 1, -1, 4, 3, -12, 5, 3, -9, 20, -26]]:21:0.343332238948845:hat
172595819919:183056173164:177825996541:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -4, 0, 7, -3, -7, 3, 5, -3, 0, 1]]:21:0.413701675617491:hat
177825996542:188286349787:183056173164:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -3, 5, -9, 7, -4, 6, -8, 10]]:21:0.371050961482856:hat
183056173165:193516526410:188286349787:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, -2, 0, 2, 0, -1, 0, -1]]:21:0.422609221767557:hat
188286349788:219667409441:203976879614:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 4, -3, 4, -5, 5, -5, 4, -5, 8]]:22:0.511953687642215:hat
203976879615:235357939268:219667409441:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, -1, 1, 1, -1, 2, -2, 1, -7]]:22:0.577250413183507:hat
219667409442:251048469095:235357939268:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, -2, 0, -1, 1, 0, 2, -1, 2]]:22:0.561013218507532:hat
235357939269:329501118142:282429528705:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, -1, 1, 1, 0, 0, 0, 0, -1]]:23:0.999738422019892:hat
282429528706:285916313147:284172920926:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -7, 9, -12, 17, -21, 21, -15, 9, -8, 8]]:20:0.130680077823328:hat
284172920927:287659705368:285916313147:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 13, -19, 24, -26, 26, -29, 35, -37, 33, -37]]:20:0.125832658958014:hat
285916313148:289403097589:287659705368:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -2, 3, -8, 8, -3, 0, -2, 4, 2, -11, 16]]:20:0.143643076558912:hat
287659705369:291146489810:289403097589:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 49, -54, 54, -49, 46, -46, 41, -29, 20, -23]]:20:0.140379123057085:hat
289403097590:299863450835:294633274212:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 5, -7, 8, -8, 7, -3, -5, 13, -20]]:21:0.152196607819500:hat
294633274213:305093627458:299863450835:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -42, 51, -64, 71, -69, 68, -78, 93, -103, 110, -145]]:21:0.172775127057282:hat
299863450836:310323804081:305093627458:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -33, 26, -11, -7, 23, -33, 37, -40, 44, -41, 40]]:21:0.174219161938793:hat
305093627459:315553980704:310323804081:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 21, -12, 3, 17, -42, 55, -55, 51, -38, 25]]:21:0.184469474543180:hat
310323804082:313810588523:312067196302:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -40, 45, -40, 24, 0, -33, 68, -92, 101, -91, 92]]:20:0.147168138506819:hat
312067196303:315553980744:313810588523:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 7, -5, 3, -2, 3, -5, 6, -4, 1, -1]]:20:0.150965893835666:hat
313810588524:324270941769:319040765146:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 9, -7, 5, -4, 5, -6, 5, -4, 4, -4]]:21:0.180739016530384:hat
319040765147:329501118392:324270941769:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -25, 23, -7, -15, 32, -32, 14, 11, -29, 41]]:21:0.188645086303672:hat
324270941770:334731295015:329501118392:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 5, -3, 1, 1, -4, 7, -9, 11, -12, 14]]:21:0.202530227407221:hat
329501118393:339961471638:334731295015:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 13, -4, 1, -9, 20, -22, 19, -22, 26, -31]]:21:0.226062752835747:hat
334731295016:345191648261:339961471638:[[1, -3, 5, -5, 2, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, 0, 6, -10, 5, 10, -28, 36, -25, 0, 22]]:21:0.232127327302766:hat
339961471639:350421824884:345191648261:[[1, -3, 5, -5, 4, -5, 9, -12, 11, -8, 9, -13, 15, -10, 2, 4, -4, 2, -2, 8, -13, 11, -2, -1, -3, 5]]:21:0.241660244128003:hat
345191648262:355652001507:350421824884:[[1, -3, 6, -10, 13, -14, 13, -8, 0, 8, -15, 17, -12, 3, 10, -25, 35, -39, 33, -13, -14, 44, -73, 87, -81, 86]]:21:0.222932099073203:hat
350421824885:381802884538:366112354711:[[1, -3, 6, -9, 11, -12, 12, -12, 12, -12, 12, -12, 12, -12, 12, -12, 11, -9, 7, -5, 3, -1, -2, 6, -11, 17]]:22:0.270054549142972:hat
366112354712:376572707957:371342531334:[[1, -2, 1, -1, 4, -6, 6, -6, 7, -12, 18, -17, 16, -25, 35, -39, 43, -50, 62, -79, 91, -99, 116, -140, 164, -226]]:21:0.186015403906622:hat
371342531335:381802884580:376572707957:[[1, -2, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, -1, 0, -1, 0, 3, -2, -1]]:21:0.178618680331001:hat
376572707958:387033061203:381802884580:[[1, -2, 1, 0, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -2, 0, 1, 2, -3, 0, 0, 2]]:21:0.208367061419772:hat
381802884581:392263237826:387033061203:[[1, -2, 1, 1, -3, 4, -4, 3, 2, -9, 11, -6, -2, 9, -12, 11, -5, -9, 19, -14, 0, 13, -16, 12, -4, -7]]:21:0.202767152080813:hat
387033061204:397493414449:392263237826:[[1, -2, 1, 1, -2, 2, -2, 2, -2, 2, -2, 1, 4, -11, 13, -9, 5, -2, -5, 14, -18, 19, -23, 24, -10, -8]]:21:0.230451358102869:hat
392263237827:423644297480:407953767653:[[1, -2, 1, 2, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 3, 1, -4, 1, 4, -4, -1, 4, -1, -5, 7, -7]]:22:0.286633541559336:hat
407953767654:439334827307:423644297480:[[1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -3, 5, -6, 7, -7, 5, -5, 8]]:22:0.267925091531875:hat
423644297481:455025357134:439334827307:[[1, -2, 2, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 3, -4, 2, 1, -3, 3, -1, 0, -1]]:22:0.319479739412286:hat
439334827308:470715886961:455025357134:[[1, -2, 2, 0, -2, 1, 3, -6, 5, -1, -2, 1, 3, -6, 5, -1, -2, -1, 6, -5, -4, 11, -5, -11, 17, -14]]:22:0.381973498169607:hat
455025357135:486406416788:470715886961:[[1, -2, 3, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 4, -4, 3, -1, -1, 3, -3, 2, -2, 1, 0, -1]]:22:0.357241642203695:hat
470715886962:502096946615:486406416788:[[1, -2, 3, -3, 2, -2, 2, -2, 2, -2, 2, -1, -3, 6, -6, 5, -3, 5, -6, 5, -5, 4, -2, -3, 9, -16]]:22:0.408444292911720:hat
486406416789:517787476442:502096946615:[[1, -2, 3, -2, -1, 5, -8, 7, -2, -6, 13, -15, 9, 4, -19, 28, -25, 8, 18, -40, 46, -29, -6, 43, -63, 77]]:22:0.396033821921432:hat
502096946616:533478006269:517787476442:[[1, -1, -1, 2, -2, 1, 3, -5, 1, 2, -3, 6, -4, -3, 7, -11, 10, 5, -19, 19, -8, -12, 27, -23, 6, 10]]:22:0.342677301757181:hat
517787476443:549168536096:533478006269:[[1, -1, -1, 2, 1, -3, -1, 3, 1, -3, -1, 3, 0, 0, 1, -4, 1, 7, -5, -6, 7, 1, -5, 1, 4, -7]]:22:0.413808164433145:hat
533478006270:564859065923:549168536096:[[1, -1, 0, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -4, 5, -3, 4, -6, 5, -4, 3, -2]]:22:0.371033268805020:hat
549168536097:580549595750:564859065923:[[1, -1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 2, 0, -1, 2, -3, 0, 1, 0, -1]]:22:0.422647176442539:hat
564859065924:659002244797:611930655360:[[1, -1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 0, 2, -2, 0, -2, 3, -1, 1, -4]]:23:0.511958009688976:hat
611930655361:706073834234:659002244797:[[1, -1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, 0, -2, 1, -1, 0, 1, -1]]:23:0.577381746361064:hat
659002244798:753145423671:706073834234:[[1, -1, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -3, 2, -2, 0, 0, -2, 2, -2, 2]]:23:0.560965219251459:hat
706073834235:988503370764:847288602499:[[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -1, 0, -1, 1, 1, 1, -1, 1, -1]]:24:0.999865387780197:hat
847288602500:857748955745:852518779122:[[1, -3, 4, -4, 4, -3, 2, -2, 2, -2, 2, -2, 1, 3, -6, 6, -6, 5, -3, 1, 1, 1, -4, 5, -8, 9, -10]]:21:0.130698523350619:hat
852518779123:862979132368:857748955745:[[1, -3, 4, -4, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 11, -12, 11, -10, 10, -8, 6, -8, 13]]:21:0.125816258514654:hat
857748955746:868209308991:862979132368:[[1, -3, 4, -4, 5, -6, 6, -6, 6, -6, 5, -1, -1, -3, 5, -1, -2, 1, 1, -2, 2, -5, 7, 2, -13, 10, -4]]:21:0.143631002185754:hat
862979132369:873439485614:868209308991:[[1, -3, 4, -4, 6, -10, 12, -13, 18, -25, 28, -29, 34, -41, 44, -45, 50, -58, 63, -65, 69, -75, 80, -84, 90, -97, 125]]:21:0.140394087173770:hat
868209308992:899590368645:883899838818:[[1, -3, 4, -3, 1, 1, -2, 2, -2, 2, -2, 2, -2, 2, -2, 2, -2, 1, 1, -2, 1, 1, -3, 4, -1, -6, 14]]:22:0.152217341824197:hat
883899838819:915280898472:899590368645:[[1, -3, 4, -3, 3, -7, 13, -16, 16, -17, 22, -30, 37, -40, 40, -41, 45, -49, 51, -52, 50, -43, 35, -34, 40, -42, 47]]:22:0.172777585960036:hat
899590368646:930971428299:915280898472:[[1, -3, 4, -2, -2, 5, -6, 6, -6, 6, -6, 5, 1, -14, 28, -32, 21, -2, -13, 17, -14, 15, -26, 41, -44, 21, 8]]:22:0.174207803348043:hat
915280898473:946661958126:930971428299:[[1, -3, 4, -2, -1, 3, -5, 9, -12, 11, -7, 2, 8, -24, 36, -33, 21, -10, -3, 27, -52, 61, -52, 37, -14, -22, 59]]:22:0.184448461788748:hat
930971428300:941431781545:936201604922:[[1, -3, 5, -7, 7, -3, -4, 12, -19, 21, -16, 7, 6, -21, 32, -39, 40, -30, 11, 12, -35, 50, -52, 46, -33, 16, -8]]:21:0.147153978184137:hat
936201604923:946661958168:941431781545:[[1, -3, 5, -7, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -8, 8, -9, 11, -12, 11, -8, 5, -5, 9, -13, 17]]:21:0.150985200905979:hat
941431781546:972812841199:957122311372:[[1, -3, 5, -7, 9, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -10, 10, -11, 13, -14, 14, -15, 15, -12, 8, -3, -2]]:22:0.180754883122584:hat
957122311373:988503371026:972812841199:[[1, -3, 5, -6, 4, 2, -10, 17, -19, 13, 0, -15, 24, -21, 7, 12, -24, 19, 2, -31, 53, -50, 18, 31, -77, 96, -113]]:22:0.188658823975016:hat
972812841200:1004193900853:988503371026:[[1, -3, 5, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -6, 6, -7, 9, -10, 10, -11, 13, -15, 16, -17, 22]]:22:0.202550215252288:hat
988503371027:1019884430680:1004193900853:[[1, -3, 5, -6, 7, -8, 7, -3, 0, -1, 5, -9, 13, -17, 20, -19, 14, -8, 9, -20, 34, -41, 44, -49, 51, -41, 37]]:22:0.226081628394353:hat
